event_id_cnty,event_date,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,actor2,assoc_actor_2,country,admin1,admin2,location,latitude,longitude,geo_precision,source_scale,fatalities
CHI8692,2022-04-26,1,Strategic developments,Looting/property destruction,Mapuche Indigenous Militia (Chile),,Civilians (Chile),Farmers (Chile),Chile,Araucania,Malleco,Santa Julia,-38.4822,-71.9828,2,National,0
CHI8691,2022-04-26,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,Civilians (Chile),,Chile,Araucania,Cautin,Plon Maquehue,-38.837,-72.712,2,Subnational,0
CHI8720,2022-04-26,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Los Lagos,Osorno,Osorno,-40.574,-73.1335,1,National,0
CHI8721,2022-04-26,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Metropolitana,Santiago,Santiago - Pudahuel,-33.4412,-70.7612,1,National,0
CHI8715,2022-04-25,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Metropolitana,Maipo,Paine,-33.8084,-70.7346,1,National,0
CHI8800,2022-04-25,1,Riots,Violent demonstration,Rioters (Chile),Students (Chile),Police Forces of Chile (2022-),,Chile,Metropolitana,Santiago,Santiago,-33.4569,-70.6483,1,National,0
CHI8679,2022-04-25,1,Violence against civilians,Attack,Unidentified Armed Group (Chile),,Civilians (Chile),Labor Group (Chile),Chile,Araucania,Cautin,Trovolhue,-38.6302,-73.3156,2,Subnational,0
CHI8798,2022-04-25,1,Riots,Violent demonstration,Rioters (Chile),Labor Group (Chile),,,Chile,Coquimbo,Elqui,Panul,-30.0137,-71.3954,1,International,0
CHI8678,2022-04-25,1,Violence against civilians,Attack,Unidentified Armed Group (Chile),,Civilians (Chile),Health Workers (Chile),Chile,Araucania,Cautin,Carahue,-38.709,-73.167,2,Subnational,0
CHI8689,2022-04-24,1,Strategic developments,Looting/property destruction,Mapuche Indigenous Militia (Chile),,Civilians (Chile),,Chile,Araucania,Cautin,Perquenco,-38.4202,-72.3759,2,National,0
CHI8712,2022-04-24,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Arica y Parinacota,Arica,Arica,-18.4746,-70.2979,2,National,0
CHI8713,2022-04-24,1,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),,,Chile,Metropolitana,Maipo,Paine,-33.8084,-70.7346,1,National,0
CHI8688,2022-04-23,1,Strategic developments,Looting/property destruction,Mapuche Indigenous Militia (Chile),,Civilians (Chile),Labor Group (Chile),Chile,Los Lagos,Osorno,Loma de la Piedra,-40.6708,-73.5164,1,Subnational-National,0
CHI8708,2022-04-23,1,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Biobio,Concepcion,Concepcion,-36.827,-73.0498,1,Subnational,0
CHI8649,2022-04-22,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,Civilians (Chile),Labor Group (Chile),Chile,Biobio,Biobio,Mulchen,-37.7189,-72.241,2,Subnational,0
CHI8668,2022-04-21,1,Riots,Violent demonstration,Rioters (Chile),Mapuche Indigenous Militia (Chile),Civilians (Chile),,Chile,Araucania,Malleco,Victoria,-38.2341,-72.3439,1,National,0
CHI8648,2022-04-21,1,Strategic developments,Looting/property destruction,RML: Mapuche Lavkenche Resistance,,Civilians (Chile),,Chile,Biobio,Arauco,La Rinconada,-37.8962,-73.3538,1,Subnational,0
CHI8669,2022-04-21,1,Riots,Violent demonstration,Rioters (Chile),Mapuche Indigenous Group (Chile),Police Forces of Chile (2022-),,Chile,Biobio,Arauco,Lebu,-37.6096,-73.6488,1,Subnational,0
CHI8670,2022-04-21,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Metropolitana,Cordillera,Puente Alto,-33.6183,-70.5899,2,National,0
CHI8645,2022-04-20,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,Civilians (Chile),Labor Group (Chile),Chile,Biobio,Arauco,Curanilahue,-37.4762,-73.3412,2,Subnational,0
CHI8644,2022-04-20,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,Civilians (Chile),,Chile,Biobio,Arauco,Lanalhue,-37.9105,-73.3807,2,Subnational,0
CHI8667,2022-04-20,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Metropolitana,Santiago,Santiago - Conchali,-33.3959,-70.671,1,National,0
CHI8643,2022-04-19,1,Strategic developments,Looting/property destruction,RMM: Mapuche Malleco Resistance,,Civilians (Chile),Labor Group (Chile),Chile,Araucania,Malleco,Victoria,-38.2341,-72.3439,2,Subnational-National,0
CHI8652,2022-04-19,1,Riots,Mob violence,Rioters (Chile),,Civilians (Chile),Health Workers (Chile),Chile,Coquimbo,Elqui,La Serena,-29.9045,-71.2489,1,National-International,0
CHI8666,2022-04-19,1,Riots,Violent demonstration,Rioters (Chile),,Police Forces of Chile (2022-),,Chile,Los Rios,Valdivia,Los Lagos,-39.8618,-72.8168,2,Subnational-National,0
CHI8651,2022-04-19,1,Violence against civilians,Attack,Mapuche Indigenous Militia (Chile),,Civilians (Chile),Lawyers (Chile),Chile,Araucania,Malleco,Victoria,-38.2341,-72.3439,1,Subnational,0
CHI8665,2022-04-19,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Biobio,Arauco,Arauco,-37.2457,-73.3153,2,Subnational,0
CHI8664,2022-04-18,1,Riots,Violent demonstration,Rioters (Chile),Labor Group (Chile),,,Chile,Valparaiso,San Antonio,San Antonio,-33.5947,-71.6075,1,Subnational-National,0
CHI8641,2022-04-18,1,Strategic developments,Looting/property destruction,Mapuche Indigenous Militia (Chile),,Civilians (Chile),,Chile,Araucania,Malleco,Curacautin,-38.4407,-71.8882,2,National,0
CHI8650,2022-04-18,1,Riots,Mob violence,Rioters (Chile),Students (Chile),,,Chile,Biobio,Concepcion,Coronel,-37.0343,-73.1383,1,Subnational,0
CHI8640,2022-04-17,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,Civilians (Chile),,Chile,Biobio,Arauco,Los Maquis,-38.4296,-73.3215,1,Subnational,0
CHI8663,2022-04-16,1,Riots,Violent demonstration,Rioters (Chile),Students (Chile),Civilians (Chile),Labor Group (Chile),Chile,Metropolitana,Santiago,Santiago - Quinta Normal,-33.4419,-70.679,1,National,0
CHI8633,2022-04-15,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,Civilians (Chile),,Chile,Biobio,Biobio,Los Angeles,-37.4697,-72.3537,1,Subnational,0
CHI8626,2022-04-14,1,Violence against civilians,Attack,WAM: Weichan Auka Mapu,,Civilians (Chile),Labor Group (Chile),Chile,Araucania,Malleco,Capitan Pastene,-38.1933,-72.9924,2,National,0
CHI8631,2022-04-14,1,Strategic developments,Looting/property destruction,Mapuche Indigenous Militia (Chile),,Civilians (Chile),Labor Group (Chile),Chile,Los Rios,Valdivia,San Jose de la Mariquina,-39.5364,-72.9657,2,National,0
CHI8630,2022-04-14,2,Protests,Peaceful protest,Protesters (Chile),,,,Chile,Los Lagos,Chiloe,Quellon,-43.117,-73.6147,1,National,0
CHI8627,2022-04-14,1,Riots,Violent demonstration,Rioters (Chile),,,,Chile,Biobio,Arauco,Pedro de Valdivia,-37.7751,-73.3773,1,Subnational,0
CHI8616,2022-04-12,1,Violence against civilians,Attack,Unidentified Armed Group (Chile),,Civilians (Chile),Labor Group (Chile),Chile,Araucania,Malleco,Renaico,-37.6739,-72.5883,2,Subnational-National,0
